article_id,queried_author,author_type,publication_year,keyword,keyword_score,keyword_score_level,keyword_doc_frequency,keyword_specificity_level
https://openalex.org/W3009047590,Ciampitti,Target_author,2020,Biorefinery,0.635600209236145,medium,4,intermediate
https://openalex.org/W3009047590,Ciampitti,Target_author,2020,Sorghum,0.5562769174575806,medium,292,broad
https://openalex.org/W3009047590,Ciampitti,Target_author,2020,Environmental science,0.5225648283958435,medium,4063,broad
https://openalex.org/W3009047590,Ciampitti,Target_author,2020,Biodiesel,0.5171000957489014,medium,12,broad
https://openalex.org/W3009047590,Ciampitti,Target_author,2020,Bioproducts,0.5041531324386597,medium,3,specific
https://openalex.org/W3009047590,Ciampitti,Target_author,2020,Energy crop,0.4631253182888031,medium,23,broad
https://openalex.org/W3009047590,Ciampitti,Target_author,2020,Biohydrogen,0.4510200023651123,medium,2,specific
https://openalex.org/W3009047590,Ciampitti,Target_author,2020,Biotechnology,0.39314448833465576,low,406,broad
https://openalex.org/W3009047590,Ciampitti,Target_author,2020,Agronomy,0.3574354648590088,low,3661,broad
https://openalex.org/W3009047590,Ciampitti,Target_author,2020,Chemistry,0.1480853259563446,low,1257,broad
https://openalex.org/W3009047590,Ciampitti,Target_author,2020,Biology,0.1235421895980835,low,4487,broad
https://openalex.org/W3009047590,Ciampitti,Target_author,2020,Hydrogen production,0.12344163656234741,low,3,specific
https://openalex.org/W2920920494,Ciampitti,Target_author,2019,Composition (language),0.7533888816833496,high,33,broad
https://openalex.org/W2920920494,Ciampitti,Target_author,2019,Yield (engineering),0.6913013458251953,medium,1432,broad
https://openalex.org/W2920920494,Ciampitti,Target_author,2019,Sowing,0.6641206741333008,medium,515,broad
https://openalex.org/W2920920494,Ciampitti,Target_author,2019,Fertilizer,0.5225414633750916,medium,416,broad
https://openalex.org/W2920920494,Ciampitti,Target_author,2019,Agronomy,0.4836322069168091,medium,3661,broad
https://openalex.org/W2920920494,Ciampitti,Target_author,2019,Crop,0.4778166115283966,medium,1565,broad
https://openalex.org/W2920920494,Ciampitti,Target_author,2019,Animal science,0.4257490932941437,medium,187,broad
https://openalex.org/W2920920494,Ciampitti,Target_author,2019,Nutrient,0.4200398325920105,medium,292,broad
https://openalex.org/W2920920494,Ciampitti,Target_author,2019,Chemical composition,0.41639241576194763,medium,3,specific
https://openalex.org/W2920920494,Ciampitti,Target_author,2019,Biology,0.38818058371543884,low,4487,broad
https://openalex.org/W2920920494,Ciampitti,Target_author,2019,Chemistry,0.3112497925758362,low,1257,broad
https://openalex.org/W2920920494,Ciampitti,Target_author,2019,Ecology,0.06440523266792297,low,2602,broad
https://openalex.org/W3009537711,Ciampitti,Target_author,2020,Yield (engineering),0.8092403411865234,high,1432,broad
https://openalex.org/W3009537711,Ciampitti,Target_author,2020,Plant density,0.7536243200302124,high,40,broad
https://openalex.org/W3009537711,Ciampitti,Target_author,2020,Agronomy,0.5937008261680603,medium,3661,broad
https://openalex.org/W3009537711,Ciampitti,Target_author,2020,Grain yield,0.5673350691795349,medium,193,broad
https://openalex.org/W3009537711,Ciampitti,Target_author,2020,Field experiment,0.48723354935646057,medium,134,broad
https://openalex.org/W3009537711,Ciampitti,Target_author,2020,Canopy,0.4807005524635315,medium,258,broad
https://openalex.org/W3009537711,Ciampitti,Target_author,2020,Crop yield,0.45015332102775574,medium,831,broad
https://openalex.org/W3009537711,Ciampitti,Target_author,2020,Interaction,0.44176262617111206,medium,6,intermediate
https://openalex.org/W3009537711,Ciampitti,Target_author,2020,Mathematics,0.3910011947154999,low,1695,broad
https://openalex.org/W3009537711,Ciampitti,Target_author,2020,Biology,0.2742304503917694,low,4487,broad
https://openalex.org/W3009537711,Ciampitti,Target_author,2020,Botany,0.1610429883003235,low,798,broad
https://openalex.org/W3009537711,Ciampitti,Target_author,2020,Materials science,0.0671612024307251,low,516,broad
https://openalex.org/W3003841909,Ciampitti,Target_author,2020,Yield (engineering),0.725249171257019,medium,1432,broad
https://openalex.org/W3003841909,Ciampitti,Target_author,2020,Grain yield,0.5875468254089355,medium,193,broad
https://openalex.org/W3003841909,Ciampitti,Target_author,2020,Yield gap,0.5103229880332947,medium,93,broad
https://openalex.org/W3003841909,Ciampitti,Target_author,2020,Benchmarking,0.487794429063797,medium,16,broad
https://openalex.org/W3003841909,Ciampitti,Target_author,2020,Nitrogen,0.48261603713035583,medium,511,broad
https://openalex.org/W3003841909,Ciampitti,Target_author,2020,Agronomy,0.46250030398368835,medium,3661,broad
https://openalex.org/W3003841909,Ciampitti,Target_author,2020,Perspective (graphical),0.4526306688785553,medium,25,broad
https://openalex.org/W3003841909,Ciampitti,Target_author,2020,Agricultural engineering,0.3831881582736969,low,775,broad
https://openalex.org/W3003841909,Ciampitti,Target_author,2020,Economics,0.3553878962993622,low,845,broad
https://openalex.org/W3003841909,Ciampitti,Target_author,2020,Mathematics,0.34364497661590576,low,1695,broad
https://openalex.org/W3003841909,Ciampitti,Target_author,2020,Crop yield,0.2951729893684387,low,831,broad
https://openalex.org/W3003841909,Ciampitti,Target_author,2020,Biology,0.17427515983581543,low,4487,broad
https://openalex.org/W3003841909,Ciampitti,Target_author,2020,Chemistry,0.17250320315361023,low,1257,broad
https://openalex.org/W3003841909,Ciampitti,Target_author,2020,Management,0.12349078059196472,low,9,intermediate
https://openalex.org/W2971116118,Ciampitti,Target_author,2019,Sustainability,0.836428165435791,high,169,broad
https://openalex.org/W2971116118,Ciampitti,Target_author,2019,Interdependence,0.7644329071044922,high,1,very_specific
https://openalex.org/W2971116118,Ciampitti,Target_author,2019,Agriculture,0.7340275049209595,medium,1556,broad
https://openalex.org/W2971116118,Ciampitti,Target_author,2019,Food security,0.7209565043449402,medium,287,broad
https://openalex.org/W2971116118,Ciampitti,Target_author,2019,Business,0.6195998787879944,medium,440,broad
https://openalex.org/W2971116118,Ciampitti,Target_author,2019,Commodity,0.6168875694274902,medium,4,intermediate
https://openalex.org/W2971116118,Ciampitti,Target_author,2019,Sustainable agriculture,0.5806750655174255,medium,79,broad
https://openalex.org/W2971116118,Ciampitti,Target_author,2019,Sustainable Agriculture Innovation Network,0.5731008052825928,medium,1,very_specific
https://openalex.org/W2971116118,Ciampitti,Target_author,2019,Investment (military),0.5364573001861572,medium,23,broad
https://openalex.org/W2971116118,Ciampitti,Target_author,2019,Natural resource economics,0.47543859481811523,medium,284,broad
https://openalex.org/W2971116118,Ciampitti,Target_author,2019,Agricultural economics,0.4450072944164276,medium,244,broad
https://openalex.org/W2971116118,Ciampitti,Target_author,2019,Environmental economics,0.32783156633377075,low,75,broad
https://openalex.org/W2971116118,Ciampitti,Target_author,2019,Economics,0.30138736963272095,low,845,broad
https://openalex.org/W2971116118,Ciampitti,Target_author,2019,Political science,0.09131449460983276,low,178,broad
https://openalex.org/W2971116118,Ciampitti,Target_author,2019,Finance,0.08771929144859314,low,16,broad
https://openalex.org/W2971116118,Ciampitti,Target_author,2019,Geography,0.08657753467559814,low,2203,broad
https://openalex.org/W2971116118,Ciampitti,Target_author,2019,Ecology,0.06570658087730408,low,2602,broad
https://openalex.org/W2903039127,Ciampitti,Target_author,2018,Shoot,0.873740553855896,high,136,broad
https://openalex.org/W2903039127,Ciampitti,Target_author,2018,Agronomy,0.6640021800994873,medium,3661,broad
https://openalex.org/W2903039127,Ciampitti,Target_author,2018,Photosynthesis,0.6327066421508789,medium,431,broad
https://openalex.org/W2903039127,Ciampitti,Target_author,2018,Biomass (ecology),0.6317826509475708,medium,402,broad
https://openalex.org/W2903039127,Ciampitti,Target_author,2018,Yield (engineering),0.5851916670799255,medium,1432,broad
https://openalex.org/W2903039127,Ciampitti,Target_author,2018,Nitrogen fixation,0.5851275324821472,medium,69,broad
https://openalex.org/W2903039127,Ciampitti,Target_author,2018,Nitrogen,0.5715776681900024,medium,511,broad
https://openalex.org/W2903039127,Ciampitti,Target_author,2018,Fertilizer,0.5674055218696594,medium,416,broad
https://openalex.org/W2903039127,Ciampitti,Target_author,2018,Biology,0.522093653678894,medium,4487,broad
https://openalex.org/W2903039127,Ciampitti,Target_author,2018,Dry matter,0.5060490965843201,medium,71,broad
https://openalex.org/W2903039127,Ciampitti,Target_author,2018,Biomass partitioning,0.44848406314849854,medium,25,broad
https://openalex.org/W2903039127,Ciampitti,Target_author,2018,Vegetative reproduction,0.4414752423763275,medium,4,intermediate
https://openalex.org/W2903039127,Ciampitti,Target_author,2018,Crop,0.42609816789627075,medium,1565,broad
https://openalex.org/W2903039127,Ciampitti,Target_author,2018,Botany,0.2459527552127838,low,798,broad
https://openalex.org/W2903039127,Ciampitti,Target_author,2018,Chemistry,0.2184138298034668,low,1257,broad
https://openalex.org/W2942870340,Ciampitti,Target_author,2019,Yield (engineering),0.8345727324485779,high,1432,broad
https://openalex.org/W2942870340,Ciampitti,Target_author,2019,Plant density,0.6651301980018616,medium,40,broad
https://openalex.org/W2942870340,Ciampitti,Target_author,2019,Agronomy,0.5843369364738464,medium,3661,broad
https://openalex.org/W2942870340,Ciampitti,Target_author,2019,Seeding,0.4368029236793518,medium,44,broad
https://openalex.org/W2942870340,Ciampitti,Target_author,2019,Biology,0.42401671409606934,medium,4487,broad
https://openalex.org/W2942870340,Ciampitti,Target_author,2019,Sowing,0.22598013281822205,low,515,broad
https://openalex.org/W3119786698,Ciampitti,Target_author,2021,Biology,0.7941878437995911,high,4487,broad
https://openalex.org/W3119786698,Ciampitti,Target_author,2021,Gene–environment interaction,0.7276257276535034,medium,24,broad
https://openalex.org/W3119786698,Ciampitti,Target_author,2021,Genetic architecture,0.6586405038833618,medium,31,broad
https://openalex.org/W3119786698,Ciampitti,Target_author,2021,Trait,0.5678565502166748,medium,146,broad
https://openalex.org/W3119786698,Ciampitti,Target_author,2021,Quantitative trait locus,0.5283994078636169,medium,121,broad
https://openalex.org/W3119786698,Ciampitti,Target_author,2021,Dominance (genetics),0.5038031935691833,medium,4,intermediate
https://openalex.org/W3119786698,Ciampitti,Target_author,2021,Hybrid,0.4468904733657837,medium,150,broad
https://openalex.org/W3119786698,Ciampitti,Target_author,2021,Variance (accounting),0.42198026180267334,medium,37,broad
https://openalex.org/W3119786698,Ciampitti,Target_author,2021,Environmental data,0.4186820685863495,medium,5,intermediate
https://openalex.org/W3119786698,Ciampitti,Target_author,2021,Quantitative genetics,0.41776806116104126,medium,1,very_specific
https://openalex.org/W3119786698,Ciampitti,Target_author,2021,Genetic variation,0.4117836058139801,medium,57,broad
https://openalex.org/W3119786698,Ciampitti,Target_author,2021,Genotype,0.38739335536956787,low,168,broad
https://openalex.org/W3119786698,Ciampitti,Target_author,2021,Ecology,0.26879948377609253,low,2602,broad
https://openalex.org/W3119786698,Ciampitti,Target_author,2021,Genetics,0.21976152062416077,low,432,broad
https://openalex.org/W3119786698,Ciampitti,Target_author,2021,Agronomy,0.12681534886360168,low,3661,broad
https://openalex.org/W3119786698,Ciampitti,Target_author,2021,Computer science,0.12015026807785034,low,1968,broad
https://openalex.org/W3119786698,Ciampitti,Target_author,2021,Gene,0.0750274658203125,low,416,broad
https://openalex.org/W2892618389,Ciampitti,Target_author,2018,Valine,0.7194103598594666,medium,2,specific
https://openalex.org/W2892618389,Ciampitti,Target_author,2018,Yield (engineering),0.6598798036575317,medium,1432,broad
https://openalex.org/W2892618389,Ciampitti,Target_author,2018,Leucine,0.5437716841697693,medium,3,specific
https://openalex.org/W2892618389,Ciampitti,Target_author,2018,Isoleucine,0.5350900888442993,medium,2,specific
https://openalex.org/W2892618389,Ciampitti,Target_author,2018,Soybean oil,0.5291048884391785,medium,5,intermediate
https://openalex.org/W2892618389,Ciampitti,Target_author,2018,Food science,0.46760430932044983,medium,143,broad
https://openalex.org/W2892618389,Ciampitti,Target_author,2018,Arginine,0.44815999269485474,medium,2,specific
https://openalex.org/W2892618389,Ciampitti,Target_author,2018,Lysine,0.43780189752578735,medium,4,intermediate
https://openalex.org/W2892618389,Ciampitti,Target_author,2018,Amino acid,0.41908296942710876,medium,35,broad
https://openalex.org/W2892618389,Ciampitti,Target_author,2018,Chemistry,0.4034571349620819,medium,1257,broad
https://openalex.org/W2892618389,Ciampitti,Target_author,2018,Biology,0.3726953864097595,low,4487,broad
https://openalex.org/W2892618389,Ciampitti,Target_author,2018,Animal science,0.36564821004867554,low,187,broad
https://openalex.org/W2892618389,Ciampitti,Target_author,2018,Agronomy,0.33961713314056396,low,3661,broad
https://openalex.org/W2892618389,Ciampitti,Target_author,2018,Biochemistry,0.21784669160842896,low,263,broad
https://openalex.org/W2892618389,Ciampitti,Target_author,2018,Materials science,0.059076279401779175,low,516,broad
https://openalex.org/W3090125352,Ciampitti,Target_author,2020,Crop,0.7409336566925049,medium,1565,broad
https://openalex.org/W3090125352,Ciampitti,Target_author,2020,Context (archaeology),0.6275309324264526,medium,131,broad
https://openalex.org/W3090125352,Ciampitti,Target_author,2020,Agronomy,0.5356945991516113,medium,3661,broad
https://openalex.org/W3090125352,Ciampitti,Target_author,2020,Nitrogen,0.4907268285751343,medium,511,broad
https://openalex.org/W3090125352,Ciampitti,Target_author,2020,Crop yield,0.4843395948410034,medium,831,broad
https://openalex.org/W3090125352,Ciampitti,Target_author,2020,Yield (engineering),0.469854474067688,medium,1432,broad
https://openalex.org/W3090125352,Ciampitti,Target_author,2020,Agricultural engineering,0.46388205885887146,medium,775,broad
https://openalex.org/W3090125352,Ciampitti,Target_author,2020,Fertilizer,0.4622954726219177,medium,416,broad
https://openalex.org/W3090125352,Ciampitti,Target_author,2020,Environmental science,0.423748642206192,medium,4063,broad
https://openalex.org/W3090125352,Ciampitti,Target_author,2020,Mathematics,0.4225197732448578,medium,1695,broad
https://openalex.org/W3090125352,Ciampitti,Target_author,2020,Biology,0.2672521770000458,low,4487,broad
https://openalex.org/W3090125352,Ciampitti,Target_author,2020,Chemistry,0.15088587999343872,low,1257,broad
https://openalex.org/W3090125352,Ciampitti,Target_author,2020,Engineering,0.08620363473892212,low,1316,broad
https://openalex.org/W3090125352,Ciampitti,Target_author,2020,Physics,0.06352239847183228,low,573,broad
https://openalex.org/W3133644862,Ciampitti,Target_author,2021,Genomic selection,0.6184930801391602,medium,36,broad
https://openalex.org/W3133644862,Ciampitti,Target_author,2021,Gene–environment interaction,0.5666195154190063,medium,24,broad
https://openalex.org/W3133644862,Ciampitti,Target_author,2021,Environmental data,0.5373240113258362,medium,5,intermediate
https://openalex.org/W3133644862,Ciampitti,Target_author,2021,Predictive modelling,0.5359654426574707,medium,37,broad
https://openalex.org/W3133644862,Ciampitti,Target_author,2021,Covariate,0.48605090379714966,medium,4,intermediate
https://openalex.org/W3133644862,Ciampitti,Target_author,2021,Biology,0.43038302659988403,medium,4487,broad
https://openalex.org/W3133644862,Ciampitti,Target_author,2021,Computer science,0.42477476596832275,medium,1968,broad
https://openalex.org/W3133644862,Ciampitti,Target_author,2021,Set (abstract data type),0.4224448502063751,medium,53,broad
https://openalex.org/W3133644862,Ciampitti,Target_author,2021,Best linear unbiased prediction,0.4136936664581299,medium,9,intermediate
https://openalex.org/W3133644862,Ciampitti,Target_author,2021,Genotype,0.37042778730392456,low,168,broad
https://openalex.org/W3133644862,Ciampitti,Target_author,2021,Selection (genetic algorithm),0.3644247353076935,low,97,broad
https://openalex.org/W3133644862,Ciampitti,Target_author,2021,Machine learning,0.3481534719467163,low,519,broad
https://openalex.org/W3133644862,Ciampitti,Target_author,2021,Genetics,0.2359733283519745,low,432,broad
https://openalex.org/W3133644862,Ciampitti,Target_author,2021,Ecology,0.22506049275398254,low,2602,broad
https://openalex.org/W3158568413,Ciampitti,Target_author,2021,Shuttle Radar Topography Mission,0.5441696047782898,medium,2,specific
https://openalex.org/W3158568413,Ciampitti,Target_author,2021,Random forest,0.5440390110015869,medium,62,broad
https://openalex.org/W3158568413,Ciampitti,Target_author,2021,Crop,0.4591180682182312,medium,1565,broad
https://openalex.org/W3158568413,Ciampitti,Target_author,2021,Growing season,0.4526325762271881,medium,409,broad
https://openalex.org/W3158568413,Ciampitti,Target_author,2021,Satellite imagery,0.42332929372787476,medium,109,broad
https://openalex.org/W3158568413,Ciampitti,Target_author,2021,Digital elevation model,0.4167085587978363,medium,10,intermediate
https://openalex.org/W3158568413,Ciampitti,Target_author,2021,Remote sensing,0.4130246341228485,medium,632,broad
https://openalex.org/W3158568413,Ciampitti,Target_author,2021,Geography,0.36599934101104736,low,2203,broad
https://openalex.org/W3158568413,Ciampitti,Target_author,2021,Environmental science,0.36512547731399536,low,4063,broad
https://openalex.org/W3158568413,Ciampitti,Target_author,2021,Cartography,0.35869938135147095,low,243,broad
https://openalex.org/W3158568413,Ciampitti,Target_author,2021,Computer science,0.2793225646018982,low,1968,broad
https://openalex.org/W3158568413,Ciampitti,Target_author,2021,Forestry,0.21931269764900208,low,262,broad
https://openalex.org/W3158568413,Ciampitti,Target_author,2021,Machine learning,0.1902020275592804,low,519,broad
https://openalex.org/W3158568413,Ciampitti,Target_author,2021,Agronomy,0.15316241979599,low,3661,broad
https://openalex.org/W2793474046,Ciampitti,Target_author,2018,Artificial intelligence,0.5666087865829468,medium,718,broad
https://openalex.org/W2793474046,Ciampitti,Target_author,2018,Computer science,0.5634297728538513,medium,1968,broad
https://openalex.org/W2793474046,Ciampitti,Target_author,2018,Field corn,0.5297114849090576,medium,9,intermediate
https://openalex.org/W2793474046,Ciampitti,Target_author,2018,Remote sensing,0.49492400884628296,medium,632,broad
https://openalex.org/W2793474046,Ciampitti,Target_author,2018,Ground sample distance,0.46391168236732483,medium,2,specific
https://openalex.org/W2793474046,Ciampitti,Target_author,2018,Pixel,0.4576704502105713,medium,28,broad
https://openalex.org/W2793474046,Ciampitti,Target_author,2018,Decision tree,0.4474138617515564,medium,10,intermediate
https://openalex.org/W2793474046,Ciampitti,Target_author,2018,Classifier (UML),0.44680607318878174,medium,20,broad
https://openalex.org/W2793474046,Ciampitti,Target_author,2018,Environmental science,0.3691478371620178,low,4063,broad
https://openalex.org/W2793474046,Ciampitti,Target_author,2018,Pattern recognition (psychology),0.35213780403137207,low,121,broad
https://openalex.org/W2793474046,Ciampitti,Target_author,2018,Computer vision,0.3465203642845154,low,80,broad
https://openalex.org/W2793474046,Ciampitti,Target_author,2018,Agronomy,0.18709468841552734,low,3661,broad
https://openalex.org/W2793474046,Ciampitti,Target_author,2018,Zea mays,0.18109965324401855,low,169,broad
https://openalex.org/W2793474046,Ciampitti,Target_author,2018,Geography,0.1365354061126709,low,2203,broad
https://openalex.org/W2967283804,Ciampitti,Target_author,2019,Human fertilization,0.7505138516426086,high,119,broad
https://openalex.org/W2967283804,Ciampitti,Target_author,2019,Yield (engineering),0.6911711692810059,medium,1432,broad
https://openalex.org/W2967283804,Ciampitti,Target_author,2019,Fertilizer,0.649522602558136,medium,416,broad
https://openalex.org/W2967283804,Ciampitti,Target_author,2019,Growing season,0.6225922107696533,medium,409,broad
https://openalex.org/W2967283804,Ciampitti,Target_author,2019,Zea mays,0.5956464409828186,medium,169,broad
https://openalex.org/W2967283804,Ciampitti,Target_author,2019,Agronomy,0.5614876747131348,medium,3661,broad
https://openalex.org/W2967283804,Ciampitti,Target_author,2019,Grain yield,0.4101320505142212,medium,193,broad
https://openalex.org/W2967283804,Ciampitti,Target_author,2019,Biology,0.38738203048706055,low,4487,broad
https://openalex.org/W3113052688,Ciampitti,Target_author,2020,Bayesian probability,0.5583735704421997,medium,63,broad
https://openalex.org/W3113052688,Ciampitti,Target_author,2020,Mathematics,0.5514784455299377,medium,1695,broad
https://openalex.org/W3113052688,Ciampitti,Target_author,2020,Crop,0.5475912094116211,medium,1565,broad
https://openalex.org/W3113052688,Ciampitti,Target_author,2020,Agronomy,0.5165787935256958,medium,3661,broad
https://openalex.org/W3113052688,Ciampitti,Target_author,2020,Biomass (ecology),0.511368453502655,medium,402,broad
https://openalex.org/W3113052688,Ciampitti,Target_author,2020,Zea mays,0.5023646354675293,medium,169,broad
https://openalex.org/W3113052688,Ciampitti,Target_author,2020,Statistics,0.43190497159957886,medium,636,broad
https://openalex.org/W3113052688,Ciampitti,Target_author,2020,Grain yield,0.41307201981544495,medium,193,broad
https://openalex.org/W3113052688,Ciampitti,Target_author,2020,Environmental science,0.3436499238014221,low,4063,broad
https://openalex.org/W3113052688,Ciampitti,Target_author,2020,Biology,0.24559301137924194,low,4487,broad
https://openalex.org/W3206955802,Ciampitti,Target_author,2021,Nitrogen fixation,0.733765721321106,medium,69,broad
https://openalex.org/W3206955802,Ciampitti,Target_author,2021,Growing season,0.6203550100326538,medium,409,broad
https://openalex.org/W3206955802,Ciampitti,Target_author,2021,Nitrogen,0.5033702254295349,medium,511,broad
https://openalex.org/W3206955802,Ciampitti,Target_author,2021,Fixation (population genetics),0.468910813331604,medium,12,broad
https://openalex.org/W3206955802,Ciampitti,Target_author,2021,Animal science,0.45178282260894775,medium,187,broad
https://openalex.org/W3206955802,Ciampitti,Target_author,2021,Biology,0.44722428917884827,medium,4487,broad
https://openalex.org/W3206955802,Ciampitti,Target_author,2021,Point of delivery,0.4442061483860016,medium,75,broad
https://openalex.org/W3206955802,Ciampitti,Target_author,2021,Agronomy,0.4329510033130646,medium,3661,broad
https://openalex.org/W3206955802,Ciampitti,Target_author,2021,Chemistry,0.2705335021018982,low,1257,broad
https://openalex.org/W3046670177,Ciampitti,Target_author,2020,Transpiration,0.8845405578613281,high,143,broad
https://openalex.org/W3046670177,Ciampitti,Target_author,2020,Sorghum,0.8836125731468201,high,292,broad
https://openalex.org/W3046670177,Ciampitti,Target_author,2020,Agronomy,0.760650634765625,high,3661,broad
https://openalex.org/W3046670177,Ciampitti,Target_author,2020,Crop,0.6456592082977295,medium,1565,broad
https://openalex.org/W3046670177,Ciampitti,Target_author,2020,Biomass (ecology),0.6322129964828491,medium,402,broad
https://openalex.org/W3046670177,Ciampitti,Target_author,2020,Allometry,0.5503595471382141,medium,3,specific
https://openalex.org/W3046670177,Ciampitti,Target_author,2020,Evapotranspiration,0.5067446827888489,medium,241,broad
