article_id,title,publication_date,publication_year,type,author_type,queried_author,general_h_index,general_i10_index,author_position,is_corresponding_author,n_authors,journal_display_name,journal_publisher,is_oa,oa_status,primary_topic,topic_subfield,topic_field,topic_domain,top_concepts,keywords,sdgs,total_citations,percentile_min,percentile_max,citation_norm_percentile,n_references,citations_year_6,citations_year_5,citations_year_4,citations_year_3,citations_year_2,citations_year_1,citations_year_0,citations_year_8,citations_year_7,author_total_citations
https://openalex.org/W3000098473,Satellite-based soybean yield forecast: Integrating machine learning and weather data for improving crop yield prediction in southern Brazil,2020-01-09,2020,article,Target_author,Ciampitti,58,220,last,True,6,Agricultural and Forest Meteorology,Elsevier BV,False,closed,Remote Sensing in Agriculture,Ecology,Environmental Science,Physical Sciences,"['Yield (engineering)', 'Growing season', 'Crop yield', 'Linear regression', 'Random forest']","['Yield (engineering)', 'Growing season', 'Crop yield', 'Linear regression', 'Random forest', 'Multivariate statistics', 'Bayesian multivariate linear regression', 'Precipitation', 'Statistics', 'Satellite', 'Climatology', 'Mathematics', 'Environmental science', 'Meteorology', 'Computer science', 'Machine learning', 'Geography', 'Agronomy', 'Engineering', 'Biology']",['Zero hunger'],372,99.0,100.0,0.99897968,42,12.0,62.0,87.0,67.0,77.0,51.0,16.0,,,7587
https://openalex.org/W4402262878,Climate change exacerbates the environmental impacts of agriculture,2024-09-05,2024,review,Collaborator,Zhenong Jin,39,54,middle,True,40,Science,American Association for the Advancement of Science,True,green,Climate change impacts on agriculture,"Ecology, Evolution, Behavior and Systematics",Agricultural and Biological Sciences,Life Sciences,"['Climate change', 'Agriculture', 'Greenhouse gas', 'Natural resource economics', 'Agrochemical']","['Climate change', 'Agriculture', 'Greenhouse gas', 'Natural resource economics', 'Agrochemical', 'Sustainable agriculture', 'Environmental science', 'Sustainability', 'Environmental resource management', 'Population', 'Business', 'Economics', 'Geography', 'Ecology']",['Zero hunger'],366,99.0,100.0,1.0,149,,,,,99.0,251.0,16.0,,,4003
https://openalex.org/W4402262878,Climate change exacerbates the environmental impacts of agriculture,2024-09-05,2024,review,Target_author,Lobell,112,269,middle,True,40,Science,American Association for the Advancement of Science,True,green,Climate change impacts on agriculture,"Ecology, Evolution, Behavior and Systematics",Agricultural and Biological Sciences,Life Sciences,"['Climate change', 'Agriculture', 'Greenhouse gas', 'Natural resource economics', 'Agrochemical']","['Climate change', 'Agriculture', 'Greenhouse gas', 'Natural resource economics', 'Agrochemical', 'Sustainable agriculture', 'Environmental science', 'Sustainability', 'Environmental resource management', 'Population', 'Business', 'Economics', 'Geography', 'Ecology']",['Zero hunger'],366,99.0,100.0,1.0,149,,,,,99.0,251.0,16.0,,,8530
https://openalex.org/W2943472941,Smallholder maize area and yield mapping at national scales with Google Earth Engine,2019-04-30,2019,article,Target_author,Lobell,112,269,last,True,7,Remote Sensing of Environment,Elsevier BV,False,closed,Climate change impacts on agriculture,"Ecology, Evolution, Behavior and Systematics",Agricultural and Biological Sciences,Life Sciences,"['Remote sensing', 'Yield (engineering)', 'Environmental science', 'Earth (classical element)', 'Earth observation']","['Remote sensing', 'Yield (engineering)', 'Environmental science', 'Earth (classical element)', 'Earth observation', 'Scale (ratio)', 'Geography', 'Mathematics', 'Satellite', 'Cartography', 'Engineering', 'Materials science', 'Aerospace engineering']",['Zero hunger'],362,99.0,100.0,0.99948634,52,45.0,59.0,69.0,65.0,59.0,43.0,9.0,,13.0,8530
https://openalex.org/W4389113716,Transfer learning in environmental remote sensing,2023-11-28,2023,article,Target_author,Lobell,112,269,last,True,4,Remote Sensing of Environment,Elsevier BV,False,closed,Species Distribution and Climate Change,Ecological Modeling,Environmental Science,Physical Sciences,"['Interpretability', 'Computer science', 'Remote sensing', 'Transfer of learning', 'Benchmark (surveying)']","['Interpretability', 'Computer science', 'Remote sensing', 'Transfer of learning', 'Benchmark (surveying)', 'Environmental monitoring', 'Domain (mathematical analysis)', 'Scale (ratio)', 'Land cover', 'Ground truth', 'Data science', 'Machine learning', 'Environmental science', 'Land use', 'Geography', 'Cartography']",[],342,99.0,100.0,0.99988001,245,,,,49.0,204.0,89.0,,,,8530
https://openalex.org/W3016661890,Towards a multiscale crop modelling framework for climate change adaptation assessment,2020-04-15,2020,review,Target_author,Peng,40,71,first,True,27,Nature Plants,Nature Portfolio,False,closed,Climate change impacts on agriculture,"Ecology, Evolution, Behavior and Systematics",Agricultural and Biological Sciences,Life Sciences,"['Predictability', 'Sustainability', 'Climate change', 'Computer science', 'Crop production']","['Predictability', 'Sustainability', 'Climate change', 'Computer science', 'Crop production', 'Environmental resource management', 'Scale (ratio)', 'Adaptation (eye)', 'Environmental science', 'Agriculture', 'Ecology', 'Geography', 'Mathematics']",['Climate action'],302,90.0,100.0,0.99960194,186,18.0,66.0,37.0,59.0,53.0,47.0,21.0,,,4980
https://openalex.org/W4295193304,Plant hormones and neurotransmitter interactions mediate antioxidant defenses under induced oxidative stress in plants,2022-09-09,2022,review,Collaborator,Kadambot H. M. Siddique,129,861,middle,True,12,Frontiers in Plant Science,Frontiers Media,True,gold,Plant Parasitism and Resistance,Plant Science,Agricultural and Biological Sciences,Life Sciences,"['Jasmonic acid', 'Abscisic acid', 'Reactive oxygen species', 'Abiotic stress', 'Biology']","['Jasmonic acid', 'Abscisic acid', 'Reactive oxygen species', 'Abiotic stress', 'Biology', 'Salicylic acid', 'Oxidative stress', 'Antioxidant', 'Hormone', 'Biochemistry', 'Cell biology']",['Climate action'],287,99.0,100.0,0.99956812,319,,,22.0,68.0,77.0,100.0,20.0,,,33875
https://openalex.org/W3094545424,The fingerprints of climate warming on cereal crops phenology and adaptation options,2020-10-22,2020,article,Collaborator,Mukhtar Ahmed,45,153,middle,True,12,Scientific Reports,Nature Portfolio,True,gold,Climate change impacts on agriculture,"Ecology, Evolution, Behavior and Systematics",Agricultural and Biological Sciences,Life Sciences,"['Phenology', 'Climate change', 'Global warming', 'Environmental science', 'Agronomy']","['Phenology', 'Climate change', 'Global warming', 'Environmental science', 'Agronomy', 'Crop', 'Agroforestry', 'Food security', 'Adaptation (eye)', 'Growing degree-day', 'Biology', 'Agriculture', 'Ecology']",['Zero hunger'],270,94.0,100.0,0.99935708,309,11.0,53.0,63.0,49.0,72.0,20.0,2.0,,,5856
https://openalex.org/W3033368570,"Effects of high temperature stress during anthesis and grain filling periods on photosynthesis, lipids and grain yield in wheat",2020-06-09,2020,article,Collaborator,M. Djanaguiraman,37,66,first,True,4,BMC Plant Biology,BioMed Central,True,gold,Crop Yield and Soil Fertility,Agronomy and Crop Science,Agricultural and Biological Sciences,Life Sciences,"['Biology', 'Anthesis', 'Grain yield', 'Photosynthesis', 'Agronomy']","['Biology', 'Anthesis', 'Grain yield', 'Photosynthesis', 'Agronomy', 'Yield (engineering)', 'Wheat grain', 'Winter wheat', 'Botany', 'Cultivar', 'Materials science', 'Composite material']",[],261,96.0,100.0,0.99908529,58,9.0,73.0,60.0,61.0,32.0,23.0,3.0,,,2797
https://openalex.org/W2795968729,"Decreased photosynthetic rate under high temperature in wheat is due to lipid desaturation, oxidation, acylation, and damage of organelles",2018-04-05,2018,article,Collaborator,M. Djanaguiraman,37,66,first,True,5,BMC Plant Biology,BioMed Central,True,gold,Plant responses to elevated CO2,Plant Science,Agricultural and Biological Sciences,Life Sciences,"['Degree of unsaturation', 'Thylakoid', 'Reactive oxygen species', 'Biology', 'Photosynthesis']","['Degree of unsaturation', 'Thylakoid', 'Reactive oxygen species', 'Biology', 'Photosynthesis', 'Membrane lipids', 'Antioxidant', 'Lipid peroxidation', 'Biochemistry', 'Oxidative stress', 'Organelle', 'Botany', 'Biophysics', 'Membrane', 'Chloroplast', 'Chemistry']",[],256,98.0,100.0,0.99673714,105,50.0,37.0,41.0,40.0,28.0,11.0,5.0,8.0,35.0,2797
https://openalex.org/W3000627240,Weakly Supervised Deep Learning for Segmentation of Remote Sensing Imagery,2020-01-07,2020,article,Collaborator,Sherrie Wang,18,24,first,True,5,Remote Sensing,Multidisciplinary Digital Publishing Institute,True,gold,Remote-Sensing Image Classification,Media Technology,Engineering,Physical Sciences,"['Computer science', 'Artificial intelligence', 'Segmentation', 'Random forest', 'Convolutional neural network']","['Computer science', 'Artificial intelligence', 'Segmentation', 'Random forest', 'Convolutional neural network', 'Ground truth', 'Classifier (UML)', 'Pattern recognition (psychology)', 'Pixel', 'Image segmentation', 'Remote sensing', 'Support vector machine', 'Land cover', 'Land use', 'Geography']",['Sustainable cities and communities'],251,99.0,100.0,0.99808605,58,6.0,30.0,29.0,54.0,58.0,50.0,24.0,,,1688
https://openalex.org/W2884351509,"Plant litter quality affects the accumulation rate, composition, and stability of mineral-associated soil organic matter",2018-07-14,2018,article,Target_author,Castellano,48,95,last,True,6,Soil Biology and Biochemistry,Elsevier BV,True,green,Soil Carbon and Nitrogen Dynamics,Soil Science,Agricultural and Biological Sciences,Life Sciences,"['Mineralization (soil science)', 'Loam', 'Soil water', 'Organic matter', 'Agronomy']","['Mineralization (soil science)', 'Loam', 'Soil water', 'Organic matter', 'Agronomy', 'Nutrient', 'Litter', 'Chemistry', 'Plant litter', 'Nitrogen cycle', 'Animal science', 'Soil organic matter', 'Nutrient cycle', 'Nitrogen', 'Biology', 'Ecology']",['Life in Land'],242,90.0,100.0,0.9880554,77,37.0,39.0,41.0,25.0,19.0,8.0,1.0,16.0,56.0,3571
https://openalex.org/W3091813998,Long non-coding RNAs: emerging players regulating plant abiotic stress response and adaptation,2020-10-12,2020,review,Collaborator,Kadambot H. M. Siddique,129,861,last,True,7,BMC Plant Biology,BioMed Central,True,gold,Plant Molecular Biology Research,Plant Science,Agricultural and Biological Sciences,Life Sciences,"['Biology', 'Abiotic component', 'Abiotic stress', 'Computational biology', 'Adaptation (eye)']","['Biology', 'Abiotic component', 'Abiotic stress', 'Computational biology', 'Adaptation (eye)', 'Biogenesis', 'Transcription factor', 'Epigenetics', 'Gene', 'Genetics', 'Bioinformatics', 'Ecology', 'Neuroscience']",['Clean water and sanitation'],223,96.0,100.0,0.9962148,166,5.0,48.0,70.0,40.0,36.0,20.0,3.0,,,33875
https://openalex.org/W3091813998,Long non-coding RNAs: emerging players regulating plant abiotic stress response and adaptation,2020-10-12,2020,review,Collaborator,Uday Chand Jha,28,70,first,True,7,BMC Plant Biology,BioMed Central,True,gold,Plant Molecular Biology Research,Plant Science,Agricultural and Biological Sciences,Life Sciences,"['Biology', 'Abiotic component', 'Abiotic stress', 'Computational biology', 'Adaptation (eye)']","['Biology', 'Abiotic component', 'Abiotic stress', 'Computational biology', 'Adaptation (eye)', 'Biogenesis', 'Transcription factor', 'Epigenetics', 'Gene', 'Genetics', 'Bioinformatics', 'Ecology', 'Neuroscience']",['Clean water and sanitation'],223,96.0,100.0,0.9962148,166,5.0,48.0,70.0,40.0,36.0,20.0,3.0,,,2741
https://openalex.org/W2952918888,Leveraging biological insight and environmental variation to improve phenotypic prediction: Integrating crop growth models (CGM) with whole genome prediction (WGP),2018-02-01,2018,article,Target_author,Messina,53,97,first,True,6,European Journal of Agronomy,Elsevier BV,False,closed,Genetics and Plant Breeding,Plant Science,Agricultural and Biological Sciences,Life Sciences,"['Bayesian probability', 'Predictive modelling', 'Computer science', 'Best linear unbiased prediction', 'Gibbs sampling']","['Bayesian probability', 'Predictive modelling', 'Computer science', 'Best linear unbiased prediction', 'Gibbs sampling', 'Machine learning', 'Data mining', 'Selection (genetic algorithm)', 'Artificial intelligence']",['Zero hunger'],217,90.0,100.0,0.99608472,78,23.0,29.0,42.0,32.0,23.0,12.0,9.0,9.0,37.0,3281
https://openalex.org/W4210763428,Using soil library hyperspectral reflectance and machine learning to predict soil organic carbon: Assessing potential of airborne and spaceborne optical soil sensing,2022-02-02,2022,article,Collaborator,Sheng Wang,40,114,first,True,10,Remote Sensing of Environment,Elsevier BV,True,green,Soil Geostatistics and Mapping,Environmental Engineering,Environmental Science,Physical Sciences,"['Hyperspectral imaging', 'Environmental science', 'Remote sensing', 'Soil carbon', 'Mean squared error']","['Hyperspectral imaging', 'Environmental science', 'Remote sensing', 'Soil carbon', 'Mean squared error', 'Atmospheric radiative transfer codes', 'Soil water', 'Imaging spectrometer', 'Partial least squares regression', 'Coefficient of determination', 'Soil science', 'Radiative transfer', 'Computer science', 'Machine learning', 'Geology', 'Mathematics', 'Spectrometer']",['Life in Land'],212,99.0,100.0,0.9981404,101,,,14.0,77.0,61.0,40.0,20.0,,,3927
https://openalex.org/W4210763428,Using soil library hyperspectral reflectance and machine learning to predict soil organic carbon: Assessing potential of airborne and spaceborne optical soil sensing,2022-02-02,2022,article,Target_author,Kaiyu,69,156,middle,True,10,Remote Sensing of Environment,Elsevier BV,True,green,Soil Geostatistics and Mapping,Environmental Engineering,Environmental Science,Physical Sciences,"['Hyperspectral imaging', 'Environmental science', 'Remote sensing', 'Soil carbon', 'Mean squared error']","['Hyperspectral imaging', 'Environmental science', 'Remote sensing', 'Soil carbon', 'Mean squared error', 'Atmospheric radiative transfer codes', 'Soil water', 'Imaging spectrometer', 'Partial least squares regression', 'Coefficient of determination', 'Soil science', 'Radiative transfer', 'Computer science', 'Machine learning', 'Geology', 'Mathematics', 'Spectrometer']",['Life in Land'],212,99.0,100.0,0.9981404,101,,,14.0,77.0,61.0,40.0,20.0,,,10366
https://openalex.org/W2804612942,New Insights into Soybean Biological Nitrogen Fixation,2018-05-25,2018,article,Target_author,Ciampitti,58,220,first,True,2,Agronomy Journal,Wiley,True,hybrid,Legume Nitrogen Fixing Symbiosis,Plant Science,Agricultural and Biological Sciences,Life Sciences,"['Nitrogen fixation', 'Fixation (population genetics)', 'Nitrogen', 'Agronomy', 'Fertilizer']","['Nitrogen fixation', 'Fixation (population genetics)', 'Nitrogen', 'Agronomy', 'Fertilizer', 'Crop yield', 'Chemistry', 'Biology', 'Biochemistry']",[],211,96.0,100.0,0.99611168,99,33.0,28.0,39.0,34.0,25.0,15.0,3.0,9.0,25.0,7587
https://openalex.org/W2789411445,"Sun‐Induced Chlorophyll Fluorescence, Photosynthesis, and Light Use Efficiency of a Soybean Field from Seasonally Continuous Measurements",2018-01-30,2018,article,Target_author,Kaiyu,69,156,middle,True,13,Journal of Geophysical Research Biogeosciences,Wiley,True,green,Plant Water Relations and Carbon Dynamics,Global and Planetary Change,Environmental Science,Physical Sciences,"['Photosynthetically active radiation', 'Eddy covariance', 'Chlorophyll fluorescence', 'Atmospheric sciences', 'Primary production']","['Photosynthetically active radiation', 'Eddy covariance', 'Chlorophyll fluorescence', 'Atmospheric sciences', 'Primary production', 'Photosynthesis', 'Growing season', 'Canopy', 'Environmental science', 'Ecosystem', 'Field experiment', 'Mathematics', 'Physics', 'Botany', 'Ecology', 'Biology', 'Statistics']",['Zero hunger'],210,99.0,100.0,0.99394648,72,24.0,21.0,32.0,33.0,29.0,25.0,7.0,6.0,33.0,10366
https://openalex.org/W3195696953,Metabolomics and Molecular Approaches Reveal Drought Stress Tolerance in Plants,2021-08-24,2021,review,Collaborator,Kadambot H. M. Siddique,129,861,last,True,5,International Journal of Molecular Sciences,Multidisciplinary Digital Publishing Institute,True,gold,Plant Stress Responses and Tolerance,Plant Science,Agricultural and Biological Sciences,Life Sciences,"['Drought tolerance', 'Biology', 'Metabolomics', 'Drought stress', 'Metabolic pathway']","['Drought tolerance', 'Biology', 'Metabolomics', 'Drought stress', 'Metabolic pathway', 'Mechanism (biology)', 'Biotechnology', 'Gene', 'Botany', 'Bioinformatics', 'Genetics']",['Zero hunger'],207,95.0,100.0,0.99747957,218,,19.0,62.0,48.0,45.0,30.0,3.0,,,33875
https://openalex.org/W2946556606,High-throughput field phenotyping using hyperspectral reflectance and partial least squares regression (PLSR) reveals genetic modifications to photosynthetic capacity,2019-05-16,2019,article,Collaborator,Carl J. Bernacchi,66,165,last,True,11,Remote Sensing of Environment,Elsevier BV,True,hybrid,Remote Sensing in Agriculture,Ecology,Environmental Science,Physical Sciences,"['Hyperspectral imaging', 'Partial least squares regression', 'Canopy', 'Biological system', 'Photosynthesis']","['Hyperspectral imaging', 'Partial least squares regression', 'Canopy', 'Biological system', 'Photosynthesis', 'Remote sensing', 'Predictive modelling', 'Environmental science', 'Mathematics', 'Biology', 'Botany', 'Statistics']",[],203,98.0,100.0,0.99508927,84,37.0,35.0,29.0,25.0,40.0,28.0,6.0,,2.0,5069
https://openalex.org/W2977809484,Approaches to improve soil fertility in sub-Saharan Africa,2019-10-03,2019,article,Target_author,Vara Prasad,93,358,last,True,4,Journal of Experimental Botany,Oxford University Press,True,bronze,Soil Carbon and Nitrogen Dynamics,Soil Science,Agricultural and Biological Sciences,Life Sciences,"['Soil fertility', 'Agriculture', 'Livelihood', 'Soil quality', 'Environmental resource management']","['Soil fertility', 'Agriculture', 'Livelihood', 'Soil quality', 'Environmental resource management', 'Capacity building', 'Environmental planning', 'Business', 'Natural resource', 'Agroforestry', 'Geography', 'Natural resource economics', 'Environmental science', 'Economic growth', 'Ecology', 'Economics', 'Biology']",['Zero hunger'],201,90.0,100.0,0.99374107,45,26.0,45.0,42.0,25.0,33.0,15.0,1.0,,14.0,13316
https://openalex.org/W3120007553,"Eyes in the Sky, Boots on the Ground: Assessing Satellite‐ and Ground‐Based Approaches to Crop Yield Measurement and Analysis",2019-08-22,2019,article,Target_author,Lobell,112,269,first,True,7,American Journal of Agricultural Economics,Wiley,True,green,Land Use and Ecosystem Services,Global and Planetary Change,Environmental Science,Physical Sciences,"['Yield (engineering)', 'Crop yield', 'Crop', 'Plot (graphics)', 'Agriculture']","['Yield (engineering)', 'Crop yield', 'Crop', 'Plot (graphics)', 'Agriculture', 'Environmental science', 'Satellite', 'Productivity', 'Agricultural engineering', 'Production (economics)', 'Mathematics', 'Agronomy', 'Geography', 'Statistics', 'Economics', 'Forestry', 'Engineering']",['Zero hunger'],187,90.0,100.0,0.98736377,30,37.0,37.0,31.0,25.0,30.0,15.0,4.0,,7.0,8530
https://openalex.org/W4205766186,"Climate and agronomy, not genetics, underpin recent maize yield gains in favorable environments",2022-01-18,2022,article,Target_author,Grassini,56,106,last,True,6,Proceedings of the National Academy of Sciences,National Academy of Sciences,True,hybrid,Crop Yield and Soil Fertility,Agronomy and Crop Science,Agricultural and Biological Sciences,Life Sciences,"['Agronomy', 'Yield (engineering)', 'Climate change', 'Environmental science', 'Biology']","['Agronomy', 'Yield (engineering)', 'Climate change', 'Environmental science', 'Biology', 'Biotechnology', 'Ecology', 'Materials science']",['Zero hunger'],182,99.0,100.0,0.99951224,55,,,14.0,47.0,53.0,44.0,24.0,,,3982
https://openalex.org/W3008267992,Redefining droughts for the U.S. Corn Belt: The dominant role of atmospheric vapor pressure deficit over soil moisture in regulating stomatal behavior of Maize and Soybean,2020-02-21,2020,article,Target_author,Kaiyu,69,156,middle,True,8,Agricultural and Forest Meteorology,Elsevier BV,True,bronze,Plant Water Relations and Carbon Dynamics,Global and Planetary Change,Environmental Science,Physical Sciences,"['Vapour Pressure Deficit', 'Eddy covariance', 'Environmental science', 'Water content', 'Canopy conductance']","['Vapour Pressure Deficit', 'Eddy covariance', 'Environmental science', 'Water content', 'Canopy conductance', 'Soil water', 'Agronomy', 'Stomatal conductance', 'Biometeorology', 'Precipitation', 'Atmospheric sciences', 'Transpiration', 'Canopy', 'Ecosystem', 'Soil science', 'Geography', 'Ecology', 'Meteorology', 'Chemistry', 'Photosynthesis']",[],176,97.0,100.0,0.98854003,72,8.0,30.0,34.0,31.0,43.0,26.0,4.0,,,10366
https://openalex.org/W2978862405,Sustainable intensification of agricultural drainage,2019-10-07,2019,article,Target_author,Castellano,48,95,first,True,5,Nature Sustainability,Nature Portfolio,False,closed,Soil and Water Nutrient Dynamics,Environmental Chemistry,Environmental Science,Physical Sciences,"['Drainage', 'Environmental science', 'Agriculture', 'Greenhouse gas', 'Sustainable agriculture']","['Drainage', 'Environmental science', 'Agriculture', 'Greenhouse gas', 'Sustainable agriculture', 'Nutrient', 'Ecology']",['Zero hunger'],174,96.0,100.0,0.99026489,54,31.0,34.0,29.0,32.0,27.0,12.0,3.0,,5.0,3571
