article_id,title,publication_date,publication_year,type,author_type,queried_author,general_h_index,general_i10_index,author_position,is_corresponding_author,n_authors,journal_display_name,journal_publisher,is_oa,oa_status,primary_topic,topic_subfield,topic_field,topic_domain,top_concepts,keywords,keywords_very_specific,keywords_specific,keywords_intermediate,keywords_broad,keywords_score_high,keywords_score_medium,keywords_score_low,sdgs,total_citations,percentile_min,percentile_max,citation_norm_percentile,n_references,citations_year_6,citations_year_5,citations_year_4,citations_year_3,citations_year_2,citations_year_1,citations_year_0,citations_year_7,citations_year_8,author_total_citations
https://openalex.org/W2791592925,A high-performance and in-season classification system of field-level crop types using time-series Landsat data and a machine learning approach,2018-03-18,2018,article,Target_author,Kaiyu,70,157,middle,True,7,Remote Sensing of Environment,Elsevier BV,False,closed,Remote Sensing in Agriculture,Ecology,Environmental Science,Physical Sciences,"['Computer science', 'Field (mathematics)', 'Remote sensing', 'Machine learning', 'Contextual image classification']",Computer science | Field (mathematics) | Remote sensing | Machine learning | Contextual image classification | Time series | Land cover | Artificial intelligence | Land use | Database | Data mining | Mathematics | Geography | Image (mathematics),,,Contextual image classification,Computer science | Field (mathematics) | Remote sensing | Machine learning | Time series | Land cover | Artificial intelligence | Land use | Database | Data mining | Mathematics | Geography | Image (mathematics),,Computer science | Field (mathematics) | Remote sensing | Machine learning | Contextual image classification | Time series | Land cover,Artificial intelligence | Land use | Database | Data mining | Mathematics | Geography | Image (mathematics),[],522,98.0,100.0,0.99904342,53,96.0,70.0,92.0,77.0,62.0,41.0,6.0,62.0,15.0,10410
https://openalex.org/W3016616248,Digital agriculture to design sustainable agricultural systems,2020-04-16,2020,article,Target_author,Basso,70,194,first,True,2,Nature Sustainability,Nature Portfolio,False,closed,Photovoltaic Systems and Sustainability,Environmental Engineering,Environmental Science,Physical Sciences,"['Agriculture', 'Sustainable agriculture', 'Geospatial analysis', 'Business', 'Agricultural productivity']",Agriculture | Sustainable agriculture | Geospatial analysis | Business | Agricultural productivity | Balance (ability) | Food systems | Balance of nature | Environmental resource management | Environmental planning | Production (economics) | Natural resource economics | Sustainable production | Sustainability | Food processing | Environmental economics | Environmental science | Geography | Food security | Remote sensing | Economics | Political science | Ecology,Balance of nature,,Sustainable production,Agriculture | Sustainable agriculture | Geospatial analysis | Business | Agricultural productivity | Balance (ability) | Food systems | Environmental resource management | Environmental planning | Production (economics) | Natural resource economics | Sustainability | Food processing | Environmental economics | Environmental science | Geography | Food security | Remote sensing | Economics | Political science | Ecology,Agriculture | Sustainable agriculture,Geospatial analysis | Business | Agricultural productivity | Balance (ability) | Food systems | Balance of nature | Environmental resource management | Environmental planning | Production (economics) | Natural resource economics | Sustainable production | Sustainability | Food processing,Environmental economics | Environmental science | Geography | Food security | Remote sensing | Economics | Political science | Ecology,['Zero hunger'],506,99.0,100.0,0.99901774,12,41.0,111.0,113.0,96.0,72.0,59.0,14.0,,,5545
https://openalex.org/W4213068988,"Biochar applications influence soil physical and chemical properties, microbial diversity, and crop productivity: a meta-analysis",2022-02-16,2022,article,Target_author,Vara Prasad,93,360,last,False,4,Biochar,Springer Nature,True,gold,Soil Carbon and Nitrogen Dynamics,Soil Science,Agricultural and Biological Sciences,Life Sciences,"['Biochar', 'Soil water', 'Environmental science', 'Soil carbon', 'Agronomy']",Biochar | Soil water | Environmental science | Soil carbon | Agronomy | Bulk density | Soil science | Chemistry | Pyrolysis | Biology,,,,Biochar | Soil water | Environmental science | Soil carbon | Agronomy | Bulk density | Soil science | Chemistry | Pyrolysis | Biology,Biochar,Soil water | Environmental science | Soil carbon | Agronomy | Bulk density,Soil science | Chemistry | Pyrolysis | Biology,[],502,99.0,100.0,0.9997826,59,,,56.0,175.0,158.0,89.0,24.0,,,13383
https://openalex.org/W3016410151,A global perspective on sustainable intensification research,2020-04-16,2020,article,Target_author,Grassini,56,107,last,False,2,Nature Sustainability,Nature Portfolio,False,closed,Climate change impacts on agriculture,"Ecology, Evolution, Behavior and Systematics",Agricultural and Biological Sciences,Life Sciences,"['Prioritization', 'Perspective (graphical)', 'Portfolio', 'Sustainable agriculture', 'Sustainable development']",Prioritization | Perspective (graphical) | Portfolio | Sustainable agriculture | Sustainable development | Schedule | Business | Environmental resource management | Environmental planning | Agriculture | Environmental economics | Political science | Computer science | Economics | Process management | Geography,Schedule,Portfolio,Prioritization,Perspective (graphical) | Sustainable agriculture | Sustainable development | Business | Environmental resource management | Environmental planning | Agriculture | Environmental economics | Political science | Computer science | Economics | Process management | Geography,Prioritization,Perspective (graphical) | Portfolio | Sustainable agriculture | Sustainable development | Schedule | Business | Environmental resource management | Environmental planning,Agriculture | Environmental economics | Political science | Computer science | Economics | Process management | Geography,['Zero hunger'],491,99.0,100.0,0.99990817,50,21.0,94.0,92.0,106.0,95.0,66.0,17.0,,,4007
https://openalex.org/W2998229262,Do cover crops benefit soil microbiome? A meta-analysis of current research,2020-01-02,2020,article,Target_author,Kaiyu,70,157,middle,False,4,Soil Biology and Biochemistry,Elsevier BV,True,hybrid,Soil Carbon and Nitrogen Dynamics,Soil Science,Agricultural and Biological Sciences,Life Sciences,"['Cover crop', 'Agroecosystem', 'Tillage', 'Cropping', 'Environmental science']",Cover crop | Agroecosystem | Tillage | Cropping | Environmental science | Soil health | Agroforestry | Agriculture | Microbiome | Agronomy | Soil water | Ecology | Biology | Soil organic matter | Soil science,,,,Cover crop | Agroecosystem | Tillage | Cropping | Environmental science | Soil health | Agroforestry | Agriculture | Microbiome | Agronomy | Soil water | Ecology | Biology | Soil organic matter | Soil science,Cover crop | Agroecosystem,Tillage | Cropping | Environmental science | Soil health | Agroforestry | Agriculture | Microbiome | Agronomy,Soil water | Ecology | Biology | Soil organic matter | Soil science,['Zero hunger'],441,99.0,100.0,0.99946947,124,23.0,86.0,87.0,80.0,90.0,62.0,13.0,,,10410
https://openalex.org/W3026815769,Role of Cytochrome P450 Enzymes in Plant Stress Response,2020-05-25,2020,review,Target_author,Vara Prasad,93,360,middle,False,5,Antioxidants,Multidisciplinary Digital Publishing Institute,True,gold,Plant Stress Responses and Tolerance,Plant Science,Agricultural and Biological Sciences,Life Sciences,"['Crosstalk', 'Cytochrome P450', 'Abiotic stress', 'Biology', 'Abiotic component']",Crosstalk | Cytochrome P450 | Abiotic stress | Biology | Abiotic component | Xenobiotic | Biotic stress | Environmental stress | Function (biology) | Cytochrome | Hydroxylation | Biochemistry | Enzyme | Gene | Cell biology | Ecology,,Cytochrome P450 | Xenobiotic | Cytochrome | Hydroxylation,Environmental stress,Crosstalk | Abiotic stress | Biology | Abiotic component | Biotic stress | Function (biology) | Biochemistry | Enzyme | Gene | Cell biology | Ecology,,Crosstalk | Cytochrome P450 | Abiotic stress | Biology | Abiotic component | Xenobiotic | Biotic stress | Environmental stress | Function (biology) | Cytochrome | Hydroxylation,Biochemistry | Enzyme | Gene | Cell biology | Ecology,['Life in Land'],426,90.0,100.0,0.99921942,136,20.0,93.0,100.0,85.0,64.0,57.0,6.0,,,13383
https://openalex.org/W2909728654,Crop type mapping without field-level labels: Random forest transfer and unsupervised clustering techniques,2019-01-11,2019,article,Target_author,Lobell,112,269,last,False,3,Remote Sensing of Environment,Elsevier BV,False,closed,Remote Sensing in Agriculture,Ecology,Environmental Science,Physical Sciences,"['Random forest', 'Computer science', 'Remote sensing', 'Cluster analysis', 'Field (mathematics)']",Random forest | Computer science | Remote sensing | Cluster analysis | Field (mathematics) | Artificial intelligence | Mixture model | Vegetation (pathology) | Unsupervised learning | Pattern recognition (psychology) | Mathematics | Geography,,Mixture model,,Random forest | Computer science | Remote sensing | Cluster analysis | Field (mathematics) | Artificial intelligence | Vegetation (pathology) | Unsupervised learning | Pattern recognition (psychology) | Mathematics | Geography,,Random forest | Computer science | Remote sensing | Cluster analysis | Field (mathematics) | Artificial intelligence | Mixture model | Vegetation (pathology) | Unsupervised learning,Pattern recognition (psychology) | Mathematics | Geography,['Zero hunger'],408,90.0,100.0,0.99840532,66,57.0,88.0,68.0,62.0,51.0,43.0,10.0,28.0,,8561
https://openalex.org/W3043480203,Using satellite imagery to understand and promote sustainable development,2021-03-18,2021,review,Target_author,Lobell,112,269,middle,False,4,Science,American Association for the Advancement of Science,False,closed,Impact of Light on Environment and Health,Global and Planetary Change,Environmental Science,Physical Sciences,"['Satellite imagery', 'Computer science', 'Field (mathematics)', 'Data science', 'Context (archaeology)']",Satellite imagery | Computer science | Field (mathematics) | Data science | Context (archaeology) | Sustainable development | Remote sensing | Satellite | Key (lock) | Artificial intelligence | Machine learning | Geography | Ecology | Engineering,,,,Satellite imagery | Computer science | Field (mathematics) | Data science | Context (archaeology) | Sustainable development | Remote sensing | Satellite | Key (lock) | Artificial intelligence | Machine learning | Geography | Ecology | Engineering,,Satellite imagery | Computer science | Field (mathematics) | Data science | Context (archaeology) | Sustainable development | Remote sensing | Satellite | Key (lock),Artificial intelligence | Machine learning | Geography | Ecology | Engineering,[],407,99.0,100.0,0.99894668,144,,43.0,113.0,95.0,60.0,72.0,24.0,,,8561
https://openalex.org/W3027716283,Using publicly available satellite imagery and deep learning to understand economic well-being in Africa,2020-05-22,2020,article,Target_author,Lobell,112,269,middle,False,8,Nature Communications,Nature Portfolio,True,gold,Impact of Light on Environment and Health,Global and Planetary Change,Environmental Science,Physical Sciences,"['Satellite imagery', 'Satellite', 'Deep learning', 'Computer science', 'Data science']",Satellite imagery | Satellite | Deep learning | Computer science | Data science | Remote sensing | Geography | Artificial intelligence | Engineering,,,,Satellite imagery | Satellite | Deep learning | Computer science | Data science | Remote sensing | Geography | Artificial intelligence | Engineering,,Satellite imagery | Satellite | Deep learning | Computer science | Data science,Remote sensing | Geography | Artificial intelligence | Engineering,[],402,99.0,100.0,0.99694416,39,17.0,86.0,79.0,72.0,69.0,58.0,21.0,,,8561
https://openalex.org/W4402262878,Climate change exacerbates the environmental impacts of agriculture,2024-09-05,2024,review,Target_author,Lobell,112,269,middle,True,40,Science,American Association for the Advancement of Science,True,green,Climate change impacts on agriculture,"Ecology, Evolution, Behavior and Systematics",Agricultural and Biological Sciences,Life Sciences,"['Climate change', 'Agriculture', 'Greenhouse gas', 'Natural resource economics', 'Agrochemical']",Climate change | Agriculture | Greenhouse gas | Natural resource economics | Agrochemical | Sustainable agriculture | Environmental science | Sustainability | Environmental resource management | Population | Business | Economics | Geography | Ecology,,,Agrochemical,Climate change | Agriculture | Greenhouse gas | Natural resource economics | Sustainable agriculture | Environmental science | Sustainability | Environmental resource management | Population | Business | Economics | Geography | Ecology,Climate change,Agriculture | Greenhouse gas | Natural resource economics | Agrochemical | Sustainable agriculture | Environmental science | Sustainability | Environmental resource management | Population,Business | Economics | Geography | Ecology,['Zero hunger'],375,99.0,100.0,1.0,149,,,,,107.0,252.0,16.0,,,8561
https://openalex.org/W3000098473,Satellite-based soybean yield forecast: Integrating machine learning and weather data for improving crop yield prediction in southern Brazil,2020-01-09,2020,article,Target_author,Ciampitti,58,222,last,True,6,Agricultural and Forest Meteorology,Elsevier BV,False,closed,Remote Sensing in Agriculture,Ecology,Environmental Science,Physical Sciences,"['Yield (engineering)', 'Growing season', 'Crop yield', 'Linear regression', 'Random forest']",Yield (engineering) | Growing season | Crop yield | Linear regression | Random forest | Multivariate statistics | Bayesian multivariate linear regression | Precipitation | Statistics | Satellite | Climatology | Mathematics | Environmental science | Meteorology | Computer science | Machine learning | Geography | Agronomy | Engineering | Biology,,Bayesian multivariate linear regression,,Yield (engineering) | Growing season | Crop yield | Linear regression | Random forest | Multivariate statistics | Precipitation | Statistics | Satellite | Climatology | Mathematics | Environmental science | Meteorology | Computer science | Machine learning | Geography | Agronomy | Engineering | Biology,,Yield (engineering) | Growing season | Crop yield | Linear regression | Random forest | Multivariate statistics | Bayesian multivariate linear regression | Precipitation | Statistics | Satellite | Climatology,Mathematics | Environmental science | Meteorology | Computer science | Machine learning | Geography | Agronomy | Engineering | Biology,['Zero hunger'],374,99.0,100.0,0.99898044,42,14.0,62.0,87.0,67.0,77.0,51.0,16.0,,,7622
https://openalex.org/W3000098473,Satellite-based soybean yield forecast: Integrating machine learning and weather data for improving crop yield prediction in southern Brazil,2020-01-09,2020,article,Target_author,Vara Prasad,93,360,middle,False,6,Agricultural and Forest Meteorology,Elsevier BV,False,closed,Remote Sensing in Agriculture,Ecology,Environmental Science,Physical Sciences,"['Yield (engineering)', 'Growing season', 'Crop yield', 'Linear regression', 'Random forest']",Yield (engineering) | Growing season | Crop yield | Linear regression | Random forest | Multivariate statistics | Bayesian multivariate linear regression | Precipitation | Statistics | Satellite | Climatology | Mathematics | Environmental science | Meteorology | Computer science | Machine learning | Geography | Agronomy | Engineering | Biology,,Bayesian multivariate linear regression,,Yield (engineering) | Growing season | Crop yield | Linear regression | Random forest | Multivariate statistics | Precipitation | Statistics | Satellite | Climatology | Mathematics | Environmental science | Meteorology | Computer science | Machine learning | Geography | Agronomy | Engineering | Biology,,Yield (engineering) | Growing season | Crop yield | Linear regression | Random forest | Multivariate statistics | Bayesian multivariate linear regression | Precipitation | Statistics | Satellite | Climatology,Mathematics | Environmental science | Meteorology | Computer science | Machine learning | Geography | Agronomy | Engineering | Biology,['Zero hunger'],374,99.0,100.0,0.99898044,42,14.0,62.0,87.0,67.0,77.0,51.0,16.0,,,13383
https://openalex.org/W4380870542,Unlocking complex soil systems as carbon sinks: multi-pool management as the key,2023-06-15,2023,review,Target_author,Castellano,48,97,middle,False,6,Nature Communications,Nature Portfolio,True,gold,Peatlands and Wetlands Ecology,Ecology,Environmental Science,Physical Sciences,"['Context (archaeology)', 'Environmental science', 'Carbon fibers', 'Soil water', 'Organic matter']",Context (archaeology) | Environmental science | Carbon fibers | Soil water | Organic matter | Soil carbon | Soil organic matter | Earth science | Key (lock) | Ecology | Soil science | Geology | Computer science | Biology | Paleontology,,,,Context (archaeology) | Environmental science | Carbon fibers | Soil water | Organic matter | Soil carbon | Soil organic matter | Earth science | Key (lock) | Ecology | Soil science | Geology | Computer science | Biology | Paleontology,,Context (archaeology) | Environmental science | Carbon fibers | Soil water | Organic matter | Soil carbon | Soil organic matter | Earth science | Key (lock),Ecology | Soil science | Geology | Computer science | Biology | Paleontology,['Life in Land'],367,99.0,100.0,0.99984516,127,,,,49.0,185.0,110.0,23.0,,,3601
https://openalex.org/W2943472941,Smallholder maize area and yield mapping at national scales with Google Earth Engine,2019-04-30,2019,article,Target_author,Lobell,112,269,last,True,7,Remote Sensing of Environment,Elsevier BV,False,closed,Climate change impacts on agriculture,"Ecology, Evolution, Behavior and Systematics",Agricultural and Biological Sciences,Life Sciences,"['Remote sensing', 'Yield (engineering)', 'Environmental science', 'Earth (classical element)', 'Earth observation']",Remote sensing | Yield (engineering) | Environmental science | Earth (classical element) | Earth observation | Scale (ratio) | Geography | Mathematics | Satellite | Cartography | Engineering | Materials science | Aerospace engineering,,,Earth (classical element),Remote sensing | Yield (engineering) | Environmental science | Earth observation | Scale (ratio) | Geography | Mathematics | Satellite | Cartography | Engineering | Materials science | Aerospace engineering,,Remote sensing | Yield (engineering) | Environmental science | Earth (classical element) | Earth observation | Scale (ratio),Geography | Mathematics | Satellite | Cartography | Engineering | Materials science | Aerospace engineering,['Zero hunger'],363,99.0,100.0,0.9994864,52,45.0,59.0,69.0,65.0,59.0,43.0,9.0,14.0,,8561
