article_id,title,publication_date,publication_year,type,author_type,queried_author,general_h_index,general_i10_index,author_position,is_corresponding_author,n_authors,journal_display_name,journal_publisher,is_oa,oa_status,primary_topic,topic_subfield,topic_field,topic_domain,top_concepts,keywords,keywords_very_specific,keywords_specific,keywords_intermediate,keywords_broad,keywords_score_high,keywords_score_medium,keywords_score_low,sdgs,total_citations,percentile_min,percentile_max,citation_norm_percentile,n_references,citations_year_6,citations_year_5,citations_year_4,citations_year_3,citations_year_2,citations_year_1,citations_year_0,citations_year_7,citations_year_8,author_total_citations
https://openalex.org/W2939349760,Global warming has increased global economic inequality,2019-04-22,2019,article,Collaborator,Marshall Burke,64,133,last,False,2,Proceedings of the National Academy of Sciences,National Academy of Sciences,True,bronze,Climate Change Policy and Economics,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences,"['Global warming', 'Inequality', 'Natural resource economics', 'Economics', 'Climate change']",Global warming | Inequality | Natural resource economics | Economics | Climate change | Population | Fossil fuel | Consumption (sociology) | Development economics | Geography | Environmental science | Ecology | Environmental health | Medicine,,Inequality,Development economics,Global warming | Natural resource economics | Economics | Climate change | Population | Fossil fuel | Consumption (sociology) | Geography | Environmental science | Ecology | Environmental health | Medicine,Global warming,Inequality | Natural resource economics | Economics | Climate change | Population | Fossil fuel | Consumption (sociology) | Development economics,Geography | Environmental science | Ecology | Environmental health | Medicine,[],856,90.0,100.0,0.99990102,34,156.0,150.0,178.0,121.0,138.0,55.0,25.0,32.0,,9718
https://openalex.org/W2982482221,Rapid identification of pathogenic bacteria using Raman spectroscopy and deep learning,2019-10-30,2019,article,Collaborator,Stefano Ermon,65,187,middle,False,10,Nature Communications,Nature Portfolio,True,gold,Spectroscopy Techniques in Biomedical and Chemical Research,Biophysics,"Biochemistry, Genetics and Molecular Biology",Life Sciences,"['Raman spectroscopy', 'Antibiotics', 'Pathogen', 'Identification (biology)', 'Staphylococcus aureus']",Raman spectroscopy | Antibiotics | Pathogen | Identification (biology) | Staphylococcus aureus | Microbiology | Sputum | Pathogenic bacteria | Computational biology | Bacteria | Biology | Medicine | Genetics | Optics | Pathology | Physics | Tuberculosis,Staphylococcus aureus | Sputum | Pathogenic bacteria | Tuberculosis,Raman spectroscopy,Antibiotics | Pathogen,Identification (biology) | Microbiology | Computational biology | Bacteria | Biology | Medicine | Genetics | Optics | Pathology | Physics,,Raman spectroscopy | Antibiotics | Pathogen | Identification (biology) | Staphylococcus aureus | Microbiology | Sputum | Pathogenic bacteria | Computational biology | Bacteria,Biology | Medicine | Genetics | Optics | Pathology | Physics | Tuberculosis,[],793,90.0,100.0,0.9995485,65,180.0,142.0,125.0,150.0,99.0,51.0,1.0,45.0,,17290
https://openalex.org/W2905895468,Taking climate model evaluation to the next level,2019-01-03,2019,article,Collaborator,Alex C. Ruane,58,113,middle,False,29,Nature Climate Change,Nature Portfolio,True,bronze,Climate variability and models,Global and Planetary Change,Environmental Science,Physical Sciences,"['Weighting', 'Climate model', 'Computer science', 'Climate change', 'Process (computing)']",Weighting | Climate model | Computer science | Climate change | Process (computing) | Earth system science | Perspective (graphical) | Independence (probability theory) | Risk analysis (engineering) | Operations research | Management science | Environmental resource management | Environmental science | Business | Economics | Engineering,,,Weighting | Independence (probability theory),Climate model | Computer science | Climate change | Process (computing) | Earth system science | Perspective (graphical) | Risk analysis (engineering) | Operations research | Management science | Environmental resource management | Environmental science | Business | Economics | Engineering,,Weighting | Climate model | Computer science | Climate change | Process (computing) | Earth system science | Perspective (graphical) | Independence (probability theory),Risk analysis (engineering) | Operations research | Management science | Environmental resource management | Environmental science | Business | Economics | Engineering,['Climate action'],748,90.0,100.0,0.99937622,101,108.0,118.0,139.0,137.0,124.0,76.0,31.0,14.0,,10468
https://openalex.org/W2903238415,"Drought or/and Heat-Stress Effects on Seed Filling in Food Crops: Impacts on Functional Biochemistry, Seed Yields, and Nutritional Quality",2018-11-27,2018,review,Collaborator,Kadambot H. M. Siddique,129,862,middle,False,10,Frontiers in Plant Science,Frontiers Media,True,gold,Seed Germination and Physiology,Plant Science,Agricultural and Biological Sciences,Life Sciences,"['Heat stress', 'Drought stress', 'Biology', 'Agronomy', 'Quality (philosophy)']",Heat stress | Drought stress | Biology | Agronomy | Quality (philosophy) | Fight-or-flight response | Stress (linguistics) | Biotechnology | Biochemistry,,,Fight-or-flight response,Heat stress | Drought stress | Biology | Agronomy | Quality (philosophy) | Stress (linguistics) | Biotechnology | Biochemistry,,Heat stress | Drought stress | Biology | Agronomy | Quality (philosophy) | Fight-or-flight response | Stress (linguistics),Biotechnology | Biochemistry,['Zero hunger'],649,90.0,100.0,0.99936571,229,110.0,117.0,107.0,99.0,61.0,13.0,1.0,112.0,28.0,34118
https://openalex.org/W2903238415,"Drought or/and Heat-Stress Effects on Seed Filling in Food Crops: Impacts on Functional Biochemistry, Seed Yields, and Nutritional Quality",2018-11-27,2018,review,Target_author,Vara Prasad,93,360,middle,False,10,Frontiers in Plant Science,Frontiers Media,True,gold,Seed Germination and Physiology,Plant Science,Agricultural and Biological Sciences,Life Sciences,"['Heat stress', 'Drought stress', 'Biology', 'Agronomy', 'Quality (philosophy)']",Heat stress | Drought stress | Biology | Agronomy | Quality (philosophy) | Fight-or-flight response | Stress (linguistics) | Biotechnology | Biochemistry,,,Fight-or-flight response,Heat stress | Drought stress | Biology | Agronomy | Quality (philosophy) | Stress (linguistics) | Biotechnology | Biochemistry,,Heat stress | Drought stress | Biology | Agronomy | Quality (philosophy) | Fight-or-flight response | Stress (linguistics),Biotechnology | Biochemistry,['Zero hunger'],649,90.0,100.0,0.99936571,229,110.0,117.0,107.0,99.0,61.0,13.0,1.0,112.0,28.0,13383
https://openalex.org/W3118915980,The changing risk and burden of wildfire in the United States,2021-01-11,2021,article,Collaborator,Marshall Burke,64,133,first,True,6,Proceedings of the National Academy of Sciences,National Academy of Sciences,True,hybrid,Fire effects on ecosystems,Global and Planetary Change,Environmental Science,Physical Sciences,"['Climate change', 'Stylized fact', 'Smoke', 'Air pollution', 'Environmental science']",Climate change | Stylized fact | Smoke | Air pollution | Environmental science | Environmental health | Psychological intervention | Natural resource economics | Environmental planning | Geography | Environmental resource management | Environmental protection | Meteorology | Medicine,,,Stylized fact,Climate change | Smoke | Air pollution | Environmental science | Environmental health | Psychological intervention | Natural resource economics | Environmental planning | Geography | Environmental resource management | Environmental protection | Meteorology | Medicine,,Climate change | Stylized fact | Smoke | Air pollution | Environmental science | Environmental health | Psychological intervention | Natural resource economics | Environmental planning,Geography | Environmental resource management | Environmental protection | Meteorology | Medicine,['Climate action'],647,94.0,100.0,0.99976277,46,,43.0,137.0,166.0,160.0,111.0,28.0,,,9718
https://openalex.org/W3034404898,Understanding and managing connected extreme events,2020-06-15,2020,article,Collaborator,Alex C. Ruane,58,113,middle,False,14,Nature Climate Change,Nature Portfolio,True,bronze,Climate variability and models,Global and Planetary Change,Environmental Science,Physical Sciences,"['Extreme weather', 'Vulnerability (computing)', 'Perspective (graphical)', 'Climate change', 'Set (abstract data type)']",Extreme weather | Vulnerability (computing) | Perspective (graphical) | Climate change | Set (abstract data type) | Corporate governance | Argument (complex analysis) | Population | Multidisciplinary approach | Environmental resource management | Risk analysis (engineering) | Computer science | Political science | Business | Environmental science | Ecology | Sociology | Computer security | Biology,Argument (complex analysis),Corporate governance,Multidisciplinary approach,Extreme weather | Vulnerability (computing) | Perspective (graphical) | Climate change | Set (abstract data type) | Population | Environmental resource management | Risk analysis (engineering) | Computer science | Political science | Business | Environmental science | Ecology | Sociology | Computer security | Biology,,Extreme weather | Vulnerability (computing) | Perspective (graphical) | Climate change | Set (abstract data type) | Corporate governance | Argument (complex analysis) | Population | Multidisciplinary approach | Environmental resource management,Risk analysis (engineering) | Computer science | Political science | Business | Environmental science | Ecology | Sociology | Computer security | Biology,['Climate action'],643,99.0,100.0,0.99857802,102,35.0,139.0,127.0,104.0,123.0,100.0,15.0,,,10468
https://openalex.org/W4388658761,Climate change impacts on crop yields,2023-11-14,2023,review,Collaborator,Kenneth J. Boote,89,343,middle,False,8,Nature Reviews Earth & Environment,Nature Portfolio,False,closed,Plant responses to elevated CO2,Plant Science,Agricultural and Biological Sciences,Life Sciences,"['Environmental science', 'Sorghum', 'Climate change', 'Agronomy', 'Crop yield']",Environmental science | Sorghum | Climate change | Agronomy | Crop yield | Irrigation | Crop | Yield (engineering) | Agriculture | Agroforestry | Biology | Ecology,,,,Environmental science | Sorghum | Climate change | Agronomy | Crop yield | Irrigation | Crop | Yield (engineering) | Agriculture | Agroforestry | Biology | Ecology,,Environmental science | Sorghum | Climate change | Agronomy | Crop yield | Irrigation | Crop | Yield (engineering) | Agriculture,Agroforestry | Biology | Ecology,['Clean water and sanitation'],604,99.0,100.0,0.99998999,236,,,,98.0,346.0,160.0,,,,3989
https://openalex.org/W4388658761,Climate change impacts on crop yields,2023-11-14,2023,review,Collaborator,Senthold Asseng,84,231,middle,False,8,Nature Reviews Earth & Environment,Nature Portfolio,False,closed,Plant responses to elevated CO2,Plant Science,Agricultural and Biological Sciences,Life Sciences,"['Environmental science', 'Sorghum', 'Climate change', 'Agronomy', 'Crop yield']",Environmental science | Sorghum | Climate change | Agronomy | Crop yield | Irrigation | Crop | Yield (engineering) | Agriculture | Agroforestry | Biology | Ecology,,,,Environmental science | Sorghum | Climate change | Agronomy | Crop yield | Irrigation | Crop | Yield (engineering) | Agriculture | Agroforestry | Biology | Ecology,,Environmental science | Sorghum | Climate change | Agronomy | Crop yield | Irrigation | Crop | Yield (engineering) | Agriculture,Agroforestry | Biology | Ecology,['Clean water and sanitation'],604,99.0,100.0,0.99998999,236,,,,98.0,346.0,160.0,,,,7533
https://openalex.org/W2942591112,Excessive rainfall leads to maize yield loss of a comparable magnitude to extreme drought in the United States,2019-04-29,2019,article,Target_author,Peng,40,71,last,False,5,Global Change Biology,Wiley,True,hybrid,Climate change impacts on agriculture,"Ecology, Evolution, Behavior and Systematics",Agricultural and Biological Sciences,Life Sciences,"['Yield (engineering)', 'Environmental science', 'Crop yield', 'Crop', 'Agronomy']",Yield (engineering) | Environmental science | Crop yield | Crop | Agronomy | Yield gap | Soil water | Crop insurance | Agriculture | Soil science | Biology | Ecology,,,Crop insurance,Yield (engineering) | Environmental science | Crop yield | Crop | Agronomy | Yield gap | Soil water | Agriculture | Soil science | Biology | Ecology,Yield (engineering),Environmental science | Crop yield | Crop | Agronomy | Yield gap | Soil water | Crop insurance | Agriculture,Soil science | Biology | Ecology,[],592,99.0,100.0,0.99964203,59,112.0,107.0,108.0,101.0,78.0,46.0,7.0,32.0,,5003
https://openalex.org/W2942591112,Excessive rainfall leads to maize yield loss of a comparable magnitude to extreme drought in the United States,2019-04-29,2019,article,Target_author,Kaiyu,70,157,middle,True,5,Global Change Biology,Wiley,True,hybrid,Climate change impacts on agriculture,"Ecology, Evolution, Behavior and Systematics",Agricultural and Biological Sciences,Life Sciences,"['Yield (engineering)', 'Environmental science', 'Crop yield', 'Crop', 'Agronomy']",Yield (engineering) | Environmental science | Crop yield | Crop | Agronomy | Yield gap | Soil water | Crop insurance | Agriculture | Soil science | Biology | Ecology,,,Crop insurance,Yield (engineering) | Environmental science | Crop yield | Crop | Agronomy | Yield gap | Soil water | Agriculture | Soil science | Biology | Ecology,Yield (engineering),Environmental science | Crop yield | Crop | Agronomy | Yield gap | Soil water | Crop insurance | Agriculture,Soil science | Biology | Ecology,[],592,99.0,100.0,0.99964203,59,112.0,107.0,108.0,101.0,78.0,46.0,7.0,32.0,,10410
https://openalex.org/W2944794516,Integrating satellite and climate data to predict wheat yield in Australia using machine learning approaches,2019-05-11,2019,article,Collaborator,Senthold Asseng,84,231,middle,False,11,Agricultural and Forest Meteorology,Elsevier BV,False,closed,Remote Sensing in Agriculture,Ecology,Environmental Science,Physical Sciences,"['Machine learning', 'Crop yield', 'Yield (engineering)', 'Lasso (programming language)', 'Satellite']",Machine learning | Crop yield | Yield (engineering) | Lasso (programming language) | Satellite | Empirical modelling | Random forest | Support vector machine | Predictive modelling | Environmental science | Computer science | Agronomy | Engineering | Simulation,,,,Machine learning | Crop yield | Yield (engineering) | Lasso (programming language) | Satellite | Empirical modelling | Random forest | Support vector machine | Predictive modelling | Environmental science | Computer science | Agronomy | Engineering | Simulation,,Machine learning | Crop yield | Yield (engineering) | Lasso (programming language) | Satellite | Empirical modelling | Random forest | Support vector machine | Predictive modelling | Environmental science | Computer science,Agronomy | Engineering | Simulation,['Climate action'],564,99.0,100.0,0.99927865,122,95.0,110.0,104.0,104.0,93.0,34.0,7.0,17.0,,7533
https://openalex.org/W2944794516,Integrating satellite and climate data to predict wheat yield in Australia using machine learning approaches,2019-05-11,2019,article,Target_author,Kaiyu,70,157,middle,True,11,Agricultural and Forest Meteorology,Elsevier BV,False,closed,Remote Sensing in Agriculture,Ecology,Environmental Science,Physical Sciences,"['Machine learning', 'Crop yield', 'Yield (engineering)', 'Lasso (programming language)', 'Satellite']",Machine learning | Crop yield | Yield (engineering) | Lasso (programming language) | Satellite | Empirical modelling | Random forest | Support vector machine | Predictive modelling | Environmental science | Computer science | Agronomy | Engineering | Simulation,,,,Machine learning | Crop yield | Yield (engineering) | Lasso (programming language) | Satellite | Empirical modelling | Random forest | Support vector machine | Predictive modelling | Environmental science | Computer science | Agronomy | Engineering | Simulation,,Machine learning | Crop yield | Yield (engineering) | Lasso (programming language) | Satellite | Empirical modelling | Random forest | Support vector machine | Predictive modelling | Environmental science | Computer science,Agronomy | Engineering | Simulation,['Climate action'],564,99.0,100.0,0.99927865,122,95.0,110.0,104.0,104.0,93.0,34.0,7.0,17.0,,10410
https://openalex.org/W2944794516,Integrating satellite and climate data to predict wheat yield in Australia using machine learning approaches,2019-05-11,2019,article,Target_author,Lobell,112,269,middle,False,11,Agricultural and Forest Meteorology,Elsevier BV,False,closed,Remote Sensing in Agriculture,Ecology,Environmental Science,Physical Sciences,"['Machine learning', 'Crop yield', 'Yield (engineering)', 'Lasso (programming language)', 'Satellite']",Machine learning | Crop yield | Yield (engineering) | Lasso (programming language) | Satellite | Empirical modelling | Random forest | Support vector machine | Predictive modelling | Environmental science | Computer science | Agronomy | Engineering | Simulation,,,,Machine learning | Crop yield | Yield (engineering) | Lasso (programming language) | Satellite | Empirical modelling | Random forest | Support vector machine | Predictive modelling | Environmental science | Computer science | Agronomy | Engineering | Simulation,,Machine learning | Crop yield | Yield (engineering) | Lasso (programming language) | Satellite | Empirical modelling | Random forest | Support vector machine | Predictive modelling | Environmental science | Computer science,Agronomy | Engineering | Simulation,['Climate action'],564,99.0,100.0,0.99927865,122,95.0,110.0,104.0,104.0,93.0,34.0,7.0,17.0,,8561
https://openalex.org/W3132226805,The effect of increasing temperature on crop photosynthesis: from enzymes to ecosystems,2021-02-19,2021,review,Collaborator,Carl J. Bernacchi,66,165,middle,False,8,Journal of Experimental Botany,Oxford University Press,True,hybrid,Plant responses to elevated CO2,Plant Science,Agricultural and Biological Sciences,Life Sciences,"['Photosynthesis', 'Environmental science', 'Ecosystem', 'Crop', 'Cropping']",Photosynthesis | Environmental science | Ecosystem | Crop | Cropping | Agronomy | Climate change | Atmospheric sciences | Biology | Ecology | Botany | Agriculture | Physics,,,,Photosynthesis | Environmental science | Ecosystem | Crop | Cropping | Agronomy | Climate change | Atmospheric sciences | Biology | Ecology | Botany | Agriculture | Physics,,Photosynthesis | Environmental science | Ecosystem | Crop | Cropping | Agronomy | Climate change | Atmospheric sciences,Biology | Ecology | Botany | Agriculture | Physics,[],564,99.0,100.0,0.99982837,323,,35.0,180.0,158.0,94.0,76.0,20.0,,,5091
